slang,formal,In-dictionary,context,category1,category2,category3
basodaraa,bersaudara,1,"Ok bang sule sama"" torang samua basodaraa",subtitusi,elongasi,0
yg,yang,1,Selamat kang sule. Yg gamau kalah keren sm kang sule pakai jam tangan dr kita. 100% ORI HARGS KW. DISKON + FREE ONGKIR. Say no to #kw,abreviasi,0,0
gamau,enggak mau,0,Selamat kang sule. Yg gamau kalah keren sm kang sule pakai jam tangan dr kita. 100% ORI HARGS KW. DISKON + FREE ONGKIR. Say no to #kw,akronim,0,0
sm,sama,1,Selamat kang sule. Yg gamau kalah keren sm kang sule pakai jam tangan dr kita. 100% ORI HARGS KW. DISKON + FREE ONGKIR. Say no to #kw,abreviasi,0,0
dr,dari,1,Selamat kang sule. Yg gamau kalah keren sm kang sule pakai jam tangan dr kita. 100% ORI HARGS KW. DISKON + FREE ONGKIR. Say no to #kw,abreviasi,0,0
ori,orisinal,1,Selamat kang sule. Yg gamau kalah keren sm kang sule pakai jam tangan dr kita. 100% ORI HARGS KW. DISKON + FREE ONGKIR. Say no to #kw,abreviasi,0,0
hargs,harga,1,Selamat kang sule. Yg gamau kalah keren sm kang sule pakai jam tangan dr kita. 100% ORI HARGS KW. DISKON + FREE ONGKIR. Say no to #kw,salah ketik,0,0
perhatiin,perhatikan,0,Kok kalo di perhatiin mirip abang ya? @rayhan_muhammad,afiksasi,0,0
abal2,abal-abal,1,Ovj abal2 itu kasian bgt kang ...bantuim dong maen disana biar  ngetop lagi...,reduplikasi,0,0
kasian,kasihan,1,Ovj abal2 itu kasian bgt kang ...bantuim dong maen disana biar  ngetop lagi...,zeroisasi,0,0
bgt,banget,1,Ovj abal2 itu kasian bgt kang ...bantuim dong maen disana biar  ngetop lagi...,abreviasi,0,0
bantuim,bantu,1,Ovj abal2 itu kasian bgt kang ...bantuim dong maen disana biar  ngetop lagi...,afiksasi,salah ketik,0
maen,main,1,Ovj abal2 itu kasian bgt kang ...bantuim dong maen disana biar  ngetop lagi...,modifikasi vokal,0,0
adl,adalah,1,Sule adl pelwak terbaik  indonesia saat ini...,abreviasi,0,0
pelwak,pelawak,1,Sule adl pelwak terbaik  indonesia saat ini...,abreviasi,0,0
pake,pakai,1,"???? AWALNYA ASAL PAKE MINYAK/PRODUK MURAH KARNA NGEBET PAYUDARA PGN KENCENG, TAU NYA ZONK, GA ADA PERUBAHAN. TP TEMEN NYARANIN KE@pakarpayudaramontok.id , ALATNYA EMANG TOP DAN TERJANGKAU DEH, PAKE SEMINGGU UDAH KELIATAN BANGET PERUBAHANNYA ?????? AKU SARANIN SIH KM HUB ADMINNYA BBM 7AA8F35E ?????",monoftongisasi,0,0
karna,karena,1,"???? AWALNYA ASAL PAKE MINYAK/PRODUK MURAH KARNA NGEBET PAYUDARA PGN KENCENG, TAU NYA ZONK, GA ADA PERUBAHAN. TP TEMEN NYARANIN KE@pakarpayudaramontok.id , ALATNYA EMANG TOP DAN TERJANGKAU DEH, PAKE SEMINGGU UDAH KELIATAN BANGET PERUBAHANNYA ?????? AKU SARANIN SIH KM HUB ADMINNYA BBM 7AA8F35E ?????",zeroisasi,0,0
pgn,pengin,1,"???? AWALNYA ASAL PAKE MINYAK/PRODUK MURAH KARNA NGEBET PAYUDARA PGN KENCENG, TAU NYA ZONK, GA ADA PERUBAHAN. TP TEMEN NYARANIN KE@pakarpayudaramontok.id , ALATNYA EMANG TOP DAN TERJANGKAU DEH, PAKE SEMINGGU UDAH KELIATAN BANGET PERUBAHANNYA ?????? AKU SARANIN SIH KM HUB ADMINNYA BBM 7AA8F35E ?????",abreviasi,0,0
kenceng,kencang,1,"???? AWALNYA ASAL PAKE MINYAK/PRODUK MURAH KARNA NGEBET PAYUDARA PGN KENCENG, TAU NYA ZONK, GA ADA PERUBAHAN. TP TEMEN NYARANIN KE@pakarpayudaramontok.id , ALATNYA EMANG TOP DAN TERJANGKAU DEH, PAKE SEMINGGU UDAH KELIATAN BANGET PERUBAHANNYA ?????? AKU SARANIN SIH KM HUB ADMINNYA BBM 7AA8F35E ?????",modifikasi vokal,0,0
ga,enggak,1,"???? AWALNYA ASAL PAKE MINYAK/PRODUK MURAH KARNA NGEBET PAYUDARA PGN KENCENG, TAU NYA ZONK, GA ADA PERUBAHAN. TP TEMEN NYARANIN KE@pakarpayudaramontok.id , ALATNYA EMANG TOP DAN TERJANGKAU DEH, PAKE SEMINGGU UDAH KELIATAN BANGET PERUBAHANNYA ?????? AKU SARANIN SIH KM HUB ADMINNYA BBM 7AA8F35E ?????",abreviasi,zeroisasi,0
tp,tapi,1,"???? AWALNYA ASAL PAKE MINYAK/PRODUK MURAH KARNA NGEBET PAYUDARA PGN KENCENG, TAU NYA ZONK, GA ADA PERUBAHAN. TP TEMEN NYARANIN KE@pakarpayudaramontok.id , ALATNYA EMANG TOP DAN TERJANGKAU DEH, PAKE SEMINGGU UDAH KELIATAN BANGET PERUBAHANNYA ?????? AKU SARANIN SIH KM HUB ADMINNYA BBM 7AA8F35E ?????",abreviasi,0,0
temen,teman,1,"???? AWALNYA ASAL PAKE MINYAK/PRODUK MURAH KARNA NGEBET PAYUDARA PGN KENCENG, TAU NYA ZONK, GA ADA PERUBAHAN. TP TEMEN NYARANIN KE@pakarpayudaramontok.id , ALATNYA EMANG TOP DAN TERJANGKAU DEH, PAKE SEMINGGU UDAH KELIATAN BANGET PERUBAHANNYA ?????? AKU SARANIN SIH KM HUB ADMINNYA BBM 7AA8F35E ?????",modifikasi vokal,0,0
nyaranin,menyarankan,1,"???? AWALNYA ASAL PAKE MINYAK/PRODUK MURAH KARNA NGEBET PAYUDARA PGN KENCENG, TAU NYA ZONK, GA ADA PERUBAHAN. TP TEMEN NYARANIN KE@pakarpayudaramontok.id , ALATNYA EMANG TOP DAN TERJANGKAU DEH, PAKE SEMINGGU UDAH KELIATAN BANGET PERUBAHANNYA ?????? AKU SARANIN SIH KM HUB ADMINNYA BBM 7AA8F35E ?????",afiksasi,0,0
emang,memang,1,"???? AWALNYA ASAL PAKE MINYAK/PRODUK MURAH KARNA NGEBET PAYUDARA PGN KENCENG, TAU NYA ZONK, GA ADA PERUBAHAN. TP TEMEN NYARANIN KE@pakarpayudaramontok.id , ALATNYA EMANG TOP DAN TERJANGKAU DEH, PAKE SEMINGGU UDAH KELIATAN BANGET PERUBAHANNYA ?????? AKU SARANIN SIH KM HUB ADMINNYA BBM 7AA8F35E ?????",zeroisasi,0,0
pake,pakai,1,"???? AWALNYA ASAL PAKE MINYAK/PRODUK MURAH KARNA NGEBET PAYUDARA PGN KENCENG, TAU NYA ZONK, GA ADA PERUBAHAN. TP TEMEN NYARANIN KE@pakarpayudaramontok.id , ALATNYA EMANG TOP DAN TERJANGKAU DEH, PAKE SEMINGGU UDAH KELIATAN BANGET PERUBAHANNYA ?????? AKU SARANIN SIH KM HUB ADMINNYA BBM 7AA8F35E ?????",monoftongisasi,0,0
udah,sudah,1,"???? AWALNYA ASAL PAKE MINYAK/PRODUK MURAH KARNA NGEBET PAYUDARA PGN KENCENG, TAU NYA ZONK, GA ADA PERUBAHAN. TP TEMEN NYARANIN KE@pakarpayudaramontok.id , ALATNYA EMANG TOP DAN TERJANGKAU DEH, PAKE SEMINGGU UDAH KELIATAN BANGET PERUBAHANNYA ?????? AKU SARANIN SIH KM HUB ADMINNYA BBM 7AA8F35E ?????",zeroisasi,0,0
keliatan,kelihatan,1,"???? AWALNYA ASAL PAKE MINYAK/PRODUK MURAH KARNA NGEBET PAYUDARA PGN KENCENG, TAU NYA ZONK, GA ADA PERUBAHAN. TP TEMEN NYARANIN KE@pakarpayudaramontok.id , ALATNYA EMANG TOP DAN TERJANGKAU DEH, PAKE SEMINGGU UDAH KELIATAN BANGET PERUBAHANNYA ?????? AKU SARANIN SIH KM HUB ADMINNYA BBM 7AA8F35E ?????",zeroisasi,0,0
saranin,menyarankan,1,"???? AWALNYA ASAL PAKE MINYAK/PRODUK MURAH KARNA NGEBET PAYUDARA PGN KENCENG, TAU NYA ZONK, GA ADA PERUBAHAN. TP TEMEN NYARANIN KE@pakarpayudaramontok.id , ALATNYA EMANG TOP DAN TERJANGKAU DEH, PAKE SEMINGGU UDAH KELIATAN BANGET PERUBAHANNYA ?????? AKU SARANIN SIH KM HUB ADMINNYA BBM 7AA8F35E ?????",afiksasi,0,0
km,kamu,1,"???? AWALNYA ASAL PAKE MINYAK/PRODUK MURAH KARNA NGEBET PAYUDARA PGN KENCENG, TAU NYA ZONK, GA ADA PERUBAHAN. TP TEMEN NYARANIN KE@pakarpayudaramontok.id , ALATNYA EMANG TOP DAN TERJANGKAU DEH, PAKE SEMINGGU UDAH KELIATAN BANGET PERUBAHANNYA ?????? AKU SARANIN SIH KM HUB ADMINNYA BBM 7AA8F35E ?????",abreviasi,0,0
hub,hubungi,0,"???? AWALNYA ASAL PAKE MINYAK/PRODUK MURAH KARNA NGEBET PAYUDARA PGN KENCENG, TAU NYA ZONK, GA ADA PERUBAHAN. TP TEMEN NYARANIN KE@pakarpayudaramontok.id , ALATNYA EMANG TOP DAN TERJANGKAU DEH, PAKE SEMINGGU UDAH KELIATAN BANGET PERUBAHANNYA ?????? AKU SARANIN SIH KM HUB ADMINNYA BBM 7AA8F35E ?????",abreviasi,0,0
ngasih,mengasih,1,"BINGUNG MAU NGASIH HADIAH ? KE DOI?? SAHABAT??? CHECK IG KITA!!! MENJUAL EXPLOSION BOX,SCRAPBOOK,DAN YANG MENARIK SCRAPBOOK BERBAGAI BERBENTUK !!! PENASARAN? AYOO FOLLOW,KITA......PEMESANAN? BISA DM KITA .....",afiksasi,0,0
ayoo,ayo,1,"BINGUNG MAU NGASIH HADIAH ? KE DOI?? SAHABAT??? CHECK IG KITA!!! MENJUAL EXPLOSION BOX,SCRAPBOOK,DAN YANG MENARIK SCRAPBOOK BERBAGAI BERBENTUK !!! PENASARAN? AYOO FOLLOW,KITA......PEMESANAN? BISA DM KITA .....",elongasi,0,0
aamiiin,amin,1,Aamiiin,elongasi,0,0
suces,sukses,1,Salam suces slalu  y  Om Sule ???,salah ketik,subtitusi,0
slalu,selalu,1,Salam suces slalu  y  Om Sule ???,zeroisasi,0,0
y,ya,1,Salam suces slalu  y  Om Sule ???,abreviasi,0,0
yg,yang,1,@jkt48haruka thanks ponakanku yg cantik jgn lupa km bahagia ya,abreviasi,0,0
jgn,jangan,1,@jkt48haruka thanks ponakanku yg cantik jgn lupa km bahagia ya,abreviasi,0,0
km,kamu,1,@jkt48haruka thanks ponakanku yg cantik jgn lupa km bahagia ya,abreviasi,0,0
sucses,sukses,1,Sucses ya,subtitusi,0,0
ga,enggak,1,kenapa ga main ovj lagi kang? rasanya kaya sayur ga di garemin deh ovj tanpa sule dan andre,abreviasi,zeroisasi,0
ga,enggak,1,kenapa ga main ovj lagi kang? rasanya kaya sayur ga di garemin deh ovj tanpa sule dan andre,abreviasi,zeroisasi,0
garemin,garami,0,kenapa ga main ovj lagi kang? rasanya kaya sayur ga di garemin deh ovj tanpa sule dan andre,afiksasi,0,0
trus,terus,1,Sukses trus kang sule,zeroisasi,0,0
gapake,enggak pakai,0,"Dulu saya sempet menghina soal produk@DR.HAFIDZ_HEALTYCARE , tapi waktu saya coba, perkembangannya gila dan gapake suntik, 15 hari tubuh ku jadi langsing dan putih banget, jadi malu sama dokter hafidz hehehe :) Ayoo Buruan Hubunggi D271DB12 Beli Dan Tanyakan Pemakaianya, Gak Usah Ragu Sudah Banyak Pembuktianya Loh!!!",akronim,monoftongisasi,0
ayoo,ayo,1,"Dulu saya sempet menghina soal produk@DR.HAFIDZ_HEALTYCARE , tapi waktu saya coba, perkembangannya gila dan gapake suntik, 15 hari tubuh ku jadi langsing dan putih banget, jadi malu sama dokter hafidz hehehe :) Ayoo Buruan Hubunggi D271DB12 Beli Dan Tanyakan Pemakaianya, Gak Usah Ragu Sudah Banyak Pembuktianya Loh!!!",elongasi,0,0
hubunggi,hubungi,1,"Dulu saya sempet menghina soal produk@DR.HAFIDZ_HEALTYCARE , tapi waktu saya coba, perkembangannya gila dan gapake suntik, 15 hari tubuh ku jadi langsing dan putih banget, jadi malu sama dokter hafidz hehehe :) Ayoo Buruan Hubunggi D271DB12 Beli Dan Tanyakan Pemakaianya, Gak Usah Ragu Sudah Banyak Pembuktianya Loh!!!",elongasi,0,0
gak,enggak,1,"Dulu saya sempet menghina soal produk@DR.HAFIDZ_HEALTYCARE , tapi waktu saya coba, perkembangannya gila dan gapake suntik, 15 hari tubuh ku jadi langsing dan putih banget, jadi malu sama dokter hafidz hehehe :) Ayoo Buruan Hubunggi D271DB12 Beli Dan Tanyakan Pemakaianya, Gak Usah Ragu Sudah Banyak Pembuktianya Loh!!!",zeroisasi,0,0
ngiringan,mengiringi,1,Kang sule ngiringan jadi anggota Sule Enterprise lah ...,afiksasi,0,0
q,ku,1,@adilamyt idola q,homofon,word-value letter,0
gk,enggak,1,"Wow banget produk@master_herbal_beuty_healt, dulu aku selalu menghina dan gk pernah percaya sama produknya, tapi setelah aku coba, saya jadi maluuu banget udah gk percaya hehehe makasih kaka :)",abreviasi,0,0
maluuu,malu,1,"Wow banget produk@master_herbal_beuty_healt, dulu aku selalu menghina dan gk pernah percaya sama produknya, tapi setelah aku coba, saya jadi maluuu banget udah gk percaya hehehe makasih kaka :)",elongasi,0,0
udah,sudah,1,"Wow banget produk@master_herbal_beuty_healt, dulu aku selalu menghina dan gk pernah percaya sama produknya, tapi setelah aku coba, saya jadi maluuu banget udah gk percaya hehehe makasih kaka :)",zeroisasi,0,0
gk,enggak,1,"Wow banget produk@master_herbal_beuty_healt, dulu aku selalu menghina dan gk pernah percaya sama produknya, tapi setelah aku coba, saya jadi maluuu banget udah gk percaya hehehe makasih kaka :)",abreviasi,0,0
makasih,terima kasih,1,"Wow banget produk@master_herbal_beuty_healt, dulu aku selalu menghina dan gk pernah percaya sama produknya, tapi setelah aku coba, saya jadi maluuu banget udah gk percaya hehehe makasih kaka :)",akronim,0,0
kaka,kakak,1,"Wow banget produk@master_herbal_beuty_healt, dulu aku selalu menghina dan gk pernah percaya sama produknya, tapi setelah aku coba, saya jadi maluuu banget udah gk percaya hehehe makasih kaka :)",zeroisasi,0,0
klo,kalo,1,@ferdinan_sule....kang sule ganteng klo lagi serius?sukses terus kang buat karir.a,zeroisasi,0,0
karir.a,karirnya,0,@ferdinan_sule....kang sule ganteng klo lagi serius?sukses terus kang buat karir.a,pungtuasi,0,0
iyaa,iya,1,Iyaa mirip ?@putuhartawann,elongasi,0,0
aamin,amin,1,Aamin.. Congrat om sule... Makin sukses teruz...???,elongasi,0,0
teruz,terus,1,Aamin.. Congrat om sule... Makin sukses teruz...???,subtitusi,0,0
yg,yang,1,"? kita punya produk yg luar biasa ampuh , tanpa efeksamping ? ??????? ? langsung saja cek ig @DR.ARDIAN.KESEHATAN  atau agar keterangan lebih lanjut invite via ; ?BBM : D21633EE , WA : 089623095505",abreviasi,0,0
udh,sudah,1,Join reseller App murah 30k udh dpt miliaran link+panel followers dan likes,abreviasi,0,0
dpt,dapat,1,Join reseller App murah 30k udh dpt miliaran link+panel followers dan likes,afiksasi,0,0
atw,atau,1,"Punya Masalah Dengan TINGGI BADAN?? BERAT BADAN ?? KOMEDO , Bekas JERAWAT atw GANGGUAN KESEHATAN lainya ,Konsultasikan yuk FOLLOW IG@cantik_simple  PIN : 583AD19E atw 089666342881 add IdLine cantik_simple",subtitusi,0,0
atw,atau,1,"Punya Masalah Dengan TINGGI BADAN?? BERAT BADAN ?? KOMEDO , Bekas JERAWAT atw GANGGUAN KESEHATAN lainya ,Konsultasikan yuk FOLLOW IG@cantik_simple  PIN : 583AD19E atw 089666342881 add IdLine cantik_simple",subtitusi,0,0
kaka,kakak,1,"??? Gila kaka  peninggi badan sama masker jerawat dari@dr.satrya.consultant  ampuh banget kak, kemarn aku cobain paket peninggi badanya sama maskernya hasilnya badan aku naik 5cm sama muka aku sekarang udah bersih dari jerawat pada hal baru 2 minggu pake nya, ga salah emang pake produknya bagus banget,  Harganya udah promo dapet diskon juga kaka baik bgt, makasih kaka recomendasinya ????",zeroisasi,0,0
kemarn,kemarin,1,"??? Gila kaka  peninggi badan sama masker jerawat dari@dr.satrya.consultant  ampuh banget kak, kemarn aku cobain paket peninggi badanya sama maskernya hasilnya badan aku naik 5cm sama muka aku sekarang udah bersih dari jerawat pada hal baru 2 minggu pake nya, ga salah emang pake produknya bagus banget,  Harganya udah promo dapet diskon juga kaka baik bgt, makasih kaka recomendasinya ????",abreviasi,0,0
cobain,mencoba,1,"??? Gila kaka  peninggi badan sama masker jerawat dari@dr.satrya.consultant  ampuh banget kak, kemarn aku cobain paket peninggi badanya sama maskernya hasilnya badan aku naik 5cm sama muka aku sekarang udah bersih dari jerawat pada hal baru 2 minggu pake nya, ga salah emang pake produknya bagus banget,  Harganya udah promo dapet diskon juga kaka baik bgt, makasih kaka recomendasinya ????",afiksasi,0,0
udah,sudah,1,"??? Gila kaka  peninggi badan sama masker jerawat dari@dr.satrya.consultant  ampuh banget kak, kemarn aku cobain paket peninggi badanya sama maskernya hasilnya badan aku naik 5cm sama muka aku sekarang udah bersih dari jerawat pada hal baru 2 minggu pake nya, ga salah emang pake produknya bagus banget,  Harganya udah promo dapet diskon juga kaka baik bgt, makasih kaka recomendasinya ????",zeroisasi,0,0
pake,pakai,1,"??? Gila kaka  peninggi badan sama masker jerawat dari@dr.satrya.consultant  ampuh banget kak, kemarn aku cobain paket peninggi badanya sama maskernya hasilnya badan aku naik 5cm sama muka aku sekarang udah bersih dari jerawat pada hal baru 2 minggu pake nya, ga salah emang pake produknya bagus banget,  Harganya udah promo dapet diskon juga kaka baik bgt, makasih kaka recomendasinya ????",monoftongisasi,0,0
ga,enggak,1,"??? Gila kaka  peninggi badan sama masker jerawat dari@dr.satrya.consultant  ampuh banget kak, kemarn aku cobain paket peninggi badanya sama maskernya hasilnya badan aku naik 5cm sama muka aku sekarang udah bersih dari jerawat pada hal baru 2 minggu pake nya, ga salah emang pake produknya bagus banget,  Harganya udah promo dapet diskon juga kaka baik bgt, makasih kaka recomendasinya ????",abreviasi,zeroisasi,0
emang,memang,1,"??? Gila kaka  peninggi badan sama masker jerawat dari@dr.satrya.consultant  ampuh banget kak, kemarn aku cobain paket peninggi badanya sama maskernya hasilnya badan aku naik 5cm sama muka aku sekarang udah bersih dari jerawat pada hal baru 2 minggu pake nya, ga salah emang pake produknya bagus banget,  Harganya udah promo dapet diskon juga kaka baik bgt, makasih kaka recomendasinya ????",zeroisasi,0,0
pake,pakai,1,"??? Gila kaka  peninggi badan sama masker jerawat dari@dr.satrya.consultant  ampuh banget kak, kemarn aku cobain paket peninggi badanya sama maskernya hasilnya badan aku naik 5cm sama muka aku sekarang udah bersih dari jerawat pada hal baru 2 minggu pake nya, ga salah emang pake produknya bagus banget,  Harganya udah promo dapet diskon juga kaka baik bgt, makasih kaka recomendasinya ????",monoftongisasi,0,0
udah,sudah,1,"??? Gila kaka  peninggi badan sama masker jerawat dari@dr.satrya.consultant  ampuh banget kak, kemarn aku cobain paket peninggi badanya sama maskernya hasilnya badan aku naik 5cm sama muka aku sekarang udah bersih dari jerawat pada hal baru 2 minggu pake nya, ga salah emang pake produknya bagus banget,  Harganya udah promo dapet diskon juga kaka baik bgt, makasih kaka recomendasinya ????",zeroisasi,0,0
dapet,dapat,1,"??? Gila kaka  peninggi badan sama masker jerawat dari@dr.satrya.consultant  ampuh banget kak, kemarn aku cobain paket peninggi badanya sama maskernya hasilnya badan aku naik 5cm sama muka aku sekarang udah bersih dari jerawat pada hal baru 2 minggu pake nya, ga salah emang pake produknya bagus banget,  Harganya udah promo dapet diskon juga kaka baik bgt, makasih kaka recomendasinya ????",modifikasi vokal,0,0
bgt,banget,1,"??? Gila kaka  peninggi badan sama masker jerawat dari@dr.satrya.consultant  ampuh banget kak, kemarn aku cobain paket peninggi badanya sama maskernya hasilnya badan aku naik 5cm sama muka aku sekarang udah bersih dari jerawat pada hal baru 2 minggu pake nya, ga salah emang pake produknya bagus banget,  Harganya udah promo dapet diskon juga kaka baik bgt, makasih kaka recomendasinya ????",abreviasi,0,0
makasih,terima kasih,1,"??? Gila kaka  peninggi badan sama masker jerawat dari@dr.satrya.consultant  ampuh banget kak, kemarn aku cobain paket peninggi badanya sama maskernya hasilnya badan aku naik 5cm sama muka aku sekarang udah bersih dari jerawat pada hal baru 2 minggu pake nya, ga salah emang pake produknya bagus banget,  Harganya udah promo dapet diskon juga kaka baik bgt, makasih kaka recomendasinya ????",akronim,0,0
kaka,kakak,1,"??? Gila kaka  peninggi badan sama masker jerawat dari@dr.satrya.consultant  ampuh banget kak, kemarn aku cobain paket peninggi badanya sama maskernya hasilnya badan aku naik 5cm sama muka aku sekarang udah bersih dari jerawat pada hal baru 2 minggu pake nya, ga salah emang pake produknya bagus banget,  Harganya udah promo dapet diskon juga kaka baik bgt, makasih kaka recomendasinya ????",zeroisasi,0,0
recomendasinya,rekomendasinya,0,"??? Gila kaka  peninggi badan sama masker jerawat dari@dr.satrya.consultant  ampuh banget kak, kemarn aku cobain paket peninggi badanya sama maskernya hasilnya badan aku naik 5cm sama muka aku sekarang udah bersih dari jerawat pada hal baru 2 minggu pake nya, ga salah emang pake produknya bagus banget,  Harganya udah promo dapet diskon juga kaka baik bgt, makasih kaka recomendasinya ????",subtitusi,0,0
promoo,promo,1,????????????????PENINGGI BADAN PROMO + DISKON DI@DR.SATRYA.CONSULTANT ????????????????MASKER JERAWAT PROMO + DISKON DI@DR.SATRYA.CONSULTANT ????????????????PELANGSING BADAN PROMO + DISKON DI@DR.SATRYA.CONSULTANT ???????????????? PROMOO + DISKON + FREE ONGKIRR,elongasi,0,0
ongkirr,ongkir,1,????????????????PENINGGI BADAN PROMO + DISKON DI@DR.SATRYA.CONSULTANT ????????????????MASKER JERAWAT PROMO + DISKON DI@DR.SATRYA.CONSULTANT ????????????????PELANGSING BADAN PROMO + DISKON DI@DR.SATRYA.CONSULTANT ???????????????? PROMOO + DISKON + FREE ONGKIRR,elongasi,0,0
ga,enggak,1,LONGNECK OOTD HOTD para artis DISINI  ga percaya cek dulu  HANYA disini yaa ??@sweet_icon,abreviasi,zeroisasi,0
yaa,ya,1,LONGNECK OOTD HOTD para artis DISINI  ga percaya cek dulu  HANYA disini yaa ??@sweet_icon,elongasi,0,0
makasih,terima kasih,1,"makasih ya ka , udah kenalin aku ke@DR.RIAN.KESEHATAN  saran yang baik dan kini badan aku Tinggi ideal berkat produk@DR.RIAN.KESEHATAN",akronim,0,0
udah,sudah,1,"makasih ya ka , udah kenalin aku ke@DR.RIAN.KESEHATAN  saran yang baik dan kini badan aku Tinggi ideal berkat produk@DR.RIAN.KESEHATAN",zeroisasi,0,0
kenalin,mengenalkan,1,"makasih ya ka , udah kenalin aku ke@DR.RIAN.KESEHATAN  saran yang baik dan kini badan aku Tinggi ideal berkat produk@DR.RIAN.KESEHATAN",afiksasi,0,0
pake,pakai,1,Ce..jangan kali nanti pas lahiran pake fake eyelashes @steffanwar,monoftongisasi,0,0
makasih,terima kasih,1,"Makasih banyak ya kak, sudah kasih tau aku soal rahasia@DR.ARDIAN.KESEHATAN , badan aku jd gak gemuk lagi makin percaya diri & merasa nyaman . gk sia sia deh konsumsi produk herbal pelangsing dri@DR.ARDIAN.KESEHATAN",akronim,0,0
